Open_BTC-USD_lag_1,Open_BTC-USD_lag_2,Open_BTC-USD_lag_3,Open_BTC-USD_lag_4,Open_BTC-USD_lag_5,High_BTC-USD_lag_1,Low_BTC-USD_lag_1,Low_BTC-USD_lag_2,Low_BTC-USD_lag_3,Low_BTC-USD_lag_4,Low_BTC-USD_lag_5,Volume_BTC-USD_lag_1,Volume_BTC-USD_lag_2,Volume_BTC-USD_lag_3,Volume_BTC-USD_lag_4,Volume_BTC-USD_lag_5,Adj_Close_SPY_lag_1,Adj_Close_SPY_lag_2,Adj_Close_SPY_lag_3,Adj_Close_SPY_lag_4,Adj_Close_SPY_lag_5,Adj_Close_GLD_lag_1,Adj_Close_GLD_lag_2,Adj_Close_GLD_lag_3,Adj_Close_GLD_lag_4,Adj_Close_GLD_lag_5,Adj_Close_CHFUSD=X_lag_1,Adj_Close_CNYUSD=X_lag_1,Adj_Close_EURUSD=X_lag_1,Adj_Close_GBPUSD=X_lag_1,Adj_Close_JPYUSD=X_lag_1,blockchain_transactions_per_block_lag_1,blockchain_hash_rates_lag_1,Adj_Close_BTC-USD
0.014195743318775331,0.06795951242056388,0.0928564734241661,0.008891570686085416,0.005335983617347678,0.03581000190405164,0.018868355715180626,0.053417092830882314,0.0956176359959999,0.011385484882210301,0.0035247253401752784,-0.04819541941248724,-0.5694680509056242,0.4745557837479983,0.507207699758959,0.17387572802431162,0.0,-0.004000926520078268,0.0055764179958351185,0.0015681604370889968,0.013428836161788775,0.0,-0.001698868369919323,0.010465410061532822,0.005503921188002703,0.013893989455151454,0.0,0.0,0.0,0.0,0.0,-0.09544627333140344,0.015374507636221777,0
0.03102306988731548,0.014195743318775331,0.06795951242056388,0.0928564734241661,0.008891570686085416,0.005126975437689822,0.013974952156275982,0.018868355715180626,0.053417092830882314,0.0956176359959999,0.011385484882210301,-0.01685624080482088,-0.04819541941248724,-0.5694680509056242,0.4745557837479983,0.507207699758959,0.0,0.0,-0.004000926520078268,0.0055764179958351185,0.0015681604370889968,0.0,0.0,-0.001698868369919323,0.010465410061532822,0.005503921188002703,0.0,0.0,0.0,0.0,0.0,-0.1519171719092018,0.022100695698167052,0
-0.016364601467471627,0.03102306988731548,0.014195743318775331,0.06795951242056388,0.0928564734241661,-0.00620175380377462,-0.04363559109830454,0.013974952156275982,0.018868355715180626,0.053417092830882314,0.0956176359959999,0.19195590684884778,-0.01685624080482088,-0.04819541941248724,-0.5694680509056242,0.4745557837479983,-0.0035819360949199152,0.0,0.0,-0.004000926520078268,0.0055764179958351185,-0.0031789166665832,0.0,0.0,-0.001698868369919323,0.010465410061532822,-0.0008586575264911314,-0.0005968462397827733,0.0,-0.01247429387901204,-0.0031561429397201136,0.06037236444148199,-0.008724988571410025,1
-0.02941375500443347,-0.016364601467471627,0.03102306988731548,0.014195743318775331,0.06795951242056388,-0.011288760652679395,0.012166036862752333,-0.04363559109830454,0.013974952156275982,0.018868355715180626,0.053417092830882314,-0.03735160105912597,0.19195590684884778,-0.01685624080482088,-0.04819541941248724,-0.5694680509056242,-0.0016868592379326018,-0.0035819360949199152,0.0,0.0,-0.004000926520078268,-0.007934507241944324,-0.0031789166665832,0.0,0.0,-0.001698868369919323,0.0,-0.0018648834509978306,-0.0021069720126488225,0.003544296628418776,0.001131592975213227,0.13324977633831414,-0.008836581887749093,0
0.04242886735973556,-0.02941375500443347,-0.016364601467471627,0.03102306988731548,0.014195743318775331,0.009812517096718727,0.016450260982425483,0.012166036862752333,-0.04363559109830454,0.013974952156275982,0.018868355715180626,0.1466046649944961,-0.03735160105912597,0.19195590684884778,-0.01685624080482088,-0.04819541941248724,0.0008982632667460524,-0.0016868592379326018,-0.0035819360949199152,0.0,0.0,0.006625879053113734,-0.007934507241944324,-0.0031789166665832,0.0,0.0,-0.0026842306188220753,0.0009166944475961533,-0.0041152998193797535,-0.003731907797692371,-0.0018754150407463226,-0.030939667440293177,0.0029542121738940887,1
-0.023044251921580123,0.04242886735973556,-0.02941375500443347,-0.016364601467471627,0.03102306988731548,-0.010719382084725202,-0.0010991087474093932,0.016450260982425483,0.012166036862752333,-0.04363559109830454,0.013974952156275982,-0.21914757510251404,0.1466046649944961,-0.03735160105912597,0.19195590684884778,-0.01685624080482088,0.003882844713835008,0.0008982632667460524,-0.0016868592379326018,-0.0035819360949199152,0.0,0.0039773472886808995,0.006625879053113734,-0.007934507241944324,-0.0031789166665832,0.0,-4.498355172443549e-05,0.00039756898038303035,0.0003900286353356129,0.00786948057432918,-0.00017405578019162477,-0.026956794624651798,0.010758049499068766,1
0.021006842192805845,-0.023044251921580123,0.04242886735973556,-0.02941375500443347,-0.016364601467471627,0.03885777583670093,0.02967593654794753,-0.0010991087474093932,0.016450260982425483,0.012166036862752333,-0.04363559109830454,0.023756887893727596,-0.21914757510251404,0.1466046649944961,-0.03735160105912597,0.19195590684884778,0.0,0.003882844713835008,0.0008982632667460524,-0.0016868592379326018,-0.0035819360949199152,0.0,0.0039773472886808995,0.006625879053113734,-0.007934507241944324,-0.0031789166665832,-0.003373171200917752,0.001622256814222074,-0.000548508844155053,0.003452570700153399,-0.0009747958210131527,-0.013616692592423785,-0.002922553981631828,1
0.03898175444417773,0.021006842192805845,-0.023044251921580123,0.04242886735973556,-0.02941375500443347,0.07812799705444183,0.04414535827553768,0.02967593654794753,-0.0010991087474093932,0.016450260982425483,0.012166036862752333,0.13881049347160926,0.023756887893727596,-0.21914757510251404,0.1466046649944961,-0.03735160105912597,0.0,0.0,0.003882844713835008,0.0008982632667460524,-0.0016868592379326018,0.0,0.0,0.0039773472886808995,0.006625879053113734,-0.007934507241944324,0.0,0.0,0.0,0.0,0.0,-0.053909407378771194,-0.012764042180267787,0
0.0689820334077712,0.03898175444417773,0.021006842192805845,-0.023044251921580123,0.04242886735973556,0.05712724780514673,0.055522925942692064,0.04414535827553768,0.02967593654794753,-0.0010991087474093932,0.016450260982425483,0.31879232046887973,0.13881049347160926,0.023756887893727596,-0.21914757510251404,0.1466046649944961,0.0,0.0,0.0,0.003882844713835008,0.0008982632667460524,0.0,0.0,0.0,0.0039773472886808995,0.006625879053113734,0.0,0.0,0.0,0.0,0.0,0.043165900947698954,-0.020969315224121418,1
-0.006014820584119461,0.0689820334077712,0.03898175444417773,0.021006842192805845,-0.023044251921580123,-0.032321837232857344,0.010929280424026262,0.055522925942692064,0.04414535827553768,0.02967593654794753,-0.0010991087474093932,-0.3039219338748589,0.31879232046887973,0.13881049347160926,0.023756887893727596,-0.21914757510251404,0.008554139938435073,0.0,0.0,0.0,0.003882844713835008,-0.0036357443715525953,0.0,0.0,0.0,0.0039773472886808995,0.0016514814426350733,-0.0018057682846403342,0.0016708002470895097,0.0015027079322009142,0.0011584802157078647,-0.07803274044447292,-0.0030318368663694857,1
