logistic_c_without_sentiment,logistic_c_with_sentiment,linear_r_without_sentiment,linear_r_with_sentiment,BNN_c_without_sentiment,BNN_c_with_sentiment,BNN_r_without_sentiment,BNN_r_with_sentiment,LSTM_c_without_sentiment,LSTM_c_with_sentiment,LSTM_r_without_sentiment,LSTM_r_with_sentiment,XGBoost_c_without_sentiment,XGBoost_c_with_sentiment,XGBoost_r_without_sentiment,XGBoost_r_with_sentiment,VAR_r_without_sentiment,VAR_r_with_sentiment
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0329134514908405,1.0263307611926724,1.012658271276294,1.0043482291275792,1.0329134514908405,1.0263307611926724,1.0187936839154967,1.0213791184601648,1.0329134514908405,1.0263307611926724,1.0179799524539848,1.0075091034735306,1.0329134514908405,1.0263307611926724,1.0136534359597251,1.0055478067672319,1.0177239805796319,0.9901259645527478
1.0241756932495885,1.0289353831154244,1.0040918583375862,0.9975513367037424,1.0241756932495885,1.0193851027320004,1.0240789083387982,1.0218001648243296,1.0241756932495885,1.0193851027320004,1.0093685216451924,1.0119534880042482,1.0241756932495885,1.0193851027320004,1.0222282673272969,1.0080996857139737,1.0225695743902707,0.9926387059525702
1.0938261704373686,1.0569250496938194,1.0323121483300493,1.0121072859476823,0.9545252160618083,0.9777902908390597,1.029890382540202,1.03123405762615,1.0938261704373686,1.0471149773272943,1.0604912271335438,1.0144704316272601,1.0938261704373686,1.0471149773272943,0.9527102275188349,0.9669653620082157,1.0329264309409116,0.9521352493677193
1.0595430479558194,1.0668630156828711,0.9999570220980272,0.9867297998451228,0.984442314206287,0.9869841751713484,1.062169604853083,1.0409304585151338,1.0595430479558194,1.0208597115527536,1.0272529013254401,1.0186964437492412,1.0595430479558194,1.0208597115527536,0.9825704395910995,0.9760574626098737,1.0653008102558783,0.9610879066331846
0.9994711188601911,1.0184734616716429,0.9432633866237156,0.9419748367034562,1.0402563266825429,1.0037716129740282,1.084411072789674,1.0550518081559,0.9994711188601911,0.9745567228616984,0.969011696712984,1.0317498584789304,0.9994711188601911,0.9745567228616984,1.038278324129112,0.9919388533759008,1.074195832099841,0.9774348794230079
1.0167274535239303,1.0325409968462747,0.9595492685951664,0.9549857443487023,1.0222958163980858,1.0176360807330924,1.1031339353436853,1.0673138444820915,1.0167274535239303,0.9880176636662128,0.9857421352579483,1.0460007721961628,1.0167274535239303,0.9880176636662128,1.0203519649805743,0.9966202961188974,1.0927423237626,0.972372118807002
0.9801371349736646,1.0213931703978394,0.9940818400142631,0.9824804146071436,1.0590865310040127,1.0469344955507198,1.1084983954548178,1.08654669107502,1.053317772074196,1.0164633446962943,1.021217344088491,1.0486397940716083,1.053317772074196,1.0164633446962943,0.9836312063321997,1.006694905194349,1.1320682902064576,0.961873905509064
0.9629260301006494,1.0070447251894892,0.976625867589236,0.9686786125138547,1.07768397895725,1.052449713397838,1.129754103593352,1.0917184944210294,1.0348216229202647,1.002184153264076,1.0032848750695293,1.052121272429672,1.0348216229202647,1.002184153264076,1.000903666730314,1.0271353749577663,1.155014914166844,0.9810664181015041
0.9546665525708053,1.013955048947904,0.9850028551835733,0.9753256686603062,1.0684401675634092,1.059671605412278,1.1308092798208513,1.0936478571500015,1.0436977833674106,1.0090611238606941,1.0118905297331622,1.0556882158979826,1.0436977833674106,1.0090611238606941,0.9923184368305329,1.0244923054121176,1.1649220300116598,0.9785418952049487
0.9543618633975794,1.0136961597056064,0.984688483946032,0.9750766425090831,1.068781168460968,1.059773066115329,1.1311701863003094,1.0937525709876752,1.0433646791920779,1.008803484165464,1.0115675770874775,1.0557892952022128,1.0433646791920779,1.008803484165464,0.9926351428922258,1.024590397791914,1.1645502361855946,0.9786355879566893
0.9414892986793384,1.0177980218778817,0.9714068695783155,0.9645550676915324,1.0831970365800816,1.064061375792222,1.1640517295252593,1.1015730731732445,1.0292916321930994,0.9979179795065276,0.9979234137964426,1.0585355503926972,1.0292916321930994,0.9979179795065276,1.006023942894136,1.0287363428608978,1.1488426216445293,0.9869803730130942
